名称 (Name),详情链接 (Link),图片链接 (Image),目 (Order),科 (Family),属 (Genus)
黄顶侏鹦鹉 / Yellow-capped Pygmy Parrot / Micropsitta keiensis,https://www.huaniao8.com/niao/78658.html,https://hn8i.7img.cn/MmFkZmE3NGM1MjJmNWQ3MmZmOTM3NGFiMmZlN2FhNDEvMjUwLzMyMC9iZDNj.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Micropsitta
紫肩鹦哥 / Scarlet-shouldered Parrotlet / Touit huetii,https://www.huaniao8.com/niao/78538.html,https://hn8i.7img.cn/ODA5MmNkNjhiMjhkZTg1MmY3MGUzYzE2ODI0NWM3YzgvMjUwLzMyMC85YmMw.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Touit
长尾鹦鹉 / Long-tailed Parakeet / Psittacula longicauda,https://www.huaniao8.com/niao/78631.html,https://hn8i.7img.cn/NjUyNGQ2ODI3YWI0MzMxMGM5NzllOGU4ZTk5OTczMmYvMjUwLzMyMC85NjEw.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psittacula
狮子山棕颈鹦鹉 / Timneh Parrot / Psittacus timneh,https://www.huaniao8.com/niao/78415.html,https://hn8i.7img.cn/MzdkOGY2Y2FkN2Q5M2RiNzNmZGI1ZDc3M2U5M2RhNTMvMjUwLzMyMC9hZDdm.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Psittacus
羞怯鹦鹉 / Modest Tiger Parrot / Psittacella modesta,https://www.huaniao8.com/niao/78737.html,https://hn8i.7img.cn/NTFiZWYzM2E0ZTdiZmQyMzQ1NmI3NjAyZWM3MjhlZDUvMjUwLzMyMC9kZGFm.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psittacella
红胸吸蜜鹦鹉 / Sunset Lorikeet / Trichoglossus forsteni,https://www.huaniao8.com/niao/78344.html,https://hn8i.7img.cn/MDY2OWRiNTIyZTFmMzExNzE2ZjVlZGExNTk2Yjk0ZDYvMjUwLzMyMC9lNDg5.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Trichoglossus
红胁绿鹦鹉 / Eclectus Parrot / Eclectus roratus,https://www.huaniao8.com/niao/78304.html,https://hn8i.7img.cn/Y2UzODQ3ZTc4ODNiYTk2OTc1MGYyNTdmZmZhZWVmZDcvMjUwLzMyMC8wNTgw.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Eclectus
红玫瑰鹦鹉 / Crimson Rosella / Platycercus elegans,https://www.huaniao8.com/niao/78399.html,https://hn8i.7img.cn/YTZiNTA0YmY3OThjM2E2MzM3NDIxODI1YjdmOGU2ZGQvMjUwLzMyMC9iYzFk.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Platycercus
红耳绿鹦哥 / Mitred Parakeet / Psittacara mitratus,https://www.huaniao8.com/niao/78185.html,https://hn8i.7img.cn/ZDY5Y2NlNmJmY2MwMGJlYTkzZWMwZjdjMzM5YmJiY2QvMjUwLzMyMC9kOGM5.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Psittacara
白顶啄羊鹦鹉 / New Zealand Kaka / Nestor meridionalis,https://www.huaniao8.com/niao/78058.html,https://hn8i.7img.cn/NjJhYWQ3ZTU4ZGY5NzY5ZmNkYTk2MjYzNjA3ZDIxMjAvMjUwLzMyMC9hMDc0.jpg,鹦形目 / Psittaciformes,鸮鹦鹉科 / New Zealand Parrots / Strigopidae,Nestor
灰绿金刚鹦鹉 / Glaucous Macaw / Anodorhynchus glaucus,https://www.huaniao8.com/niao/78038.html,https://hn8i.7img.cn/OTdjMGI4NDViMWJkMzk5OGJmYTFiOTQwYjE0NGYxMzYvMjUwLzMyMC9jYjEw.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Anodorhynchus
三圣亚马逊鹦鹉 / Tres Marias Amazon / Amazona tresmariae,https://www.huaniao8.com/niao/77999.html,https://hn8i.7img.cn/OWQxNjAxODNiNDkxNmNjOTM2Mjc3OTA5N2EyMGRkYTQvMjUwLzMyMC8yZjIz.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Amazona
辉翅鹦哥 / Blaze-winged Parakeet / Pyrrhura devillei,https://www.huaniao8.com/niao/77983.html,https://hn8i.7img.cn/YmEzMzEzZDVmNjhkM2U4MTk1MjllNTM5YmM3MDNhMzIvMjUwLzMyMC8yZWFk.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrrhura
蓝喉鹦哥 / Ochre-marked Parakeet / Pyrrhura cruentata,https://www.huaniao8.com/niao/77978.html,https://hn8i.7img.cn/ZWUxYWFhOGQ2M2JjMWViNDVkOTMwOTgzOGIyNzBkMTQvMjUwLzMyMC80YjBi.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrrhura
戈氏鹦鹉 / Goldie’s Lorikeet / Psitteuteles goldiei,https://www.huaniao8.com/niao/77942.html,https://hn8i.7img.cn/YmVmNTA3YWFkNjk1M2I5ZDVlZjJjZjA1YmM2YjI5YTQvMjUwLzMyMC9kMTJh.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psitteuteles
红冠鹦哥 / Red-crowned Amazon / Amazona viridigenalis,https://www.huaniao8.com/niao/77909.html,https://hn8i.7img.cn/MWQzNDJmZTkwYmFkNDhiM2NjNDdhYmVkYzQ4ZjE1YzAvMjUwLzMyMC8wYmRl.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Amazona
彩鹦鹉 / Painted Tiger Parrot / Psittacella picta,https://www.huaniao8.com/niao/77899.html,https://hn8i.7img.cn/M2ZiMzY2ZTYzZTQ5MDM5OGFlZjJmZGI2NmRjNzQxNzYvMjUwLzMyMC9mYjQ5.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psittacella
白枕鹦鹉 / White-naped Lory / Lorius albidinucha,https://www.huaniao8.com/niao/77776.html,https://hn8i.7img.cn/NzFhNWI1Y2I3NGM5ZTdmOWFhYzAxNjE4NjE1NzZkNTcvMjUwLzMyMC80YWZk.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Lorius
锈脸鹦哥 / Rusty-faced Parrot / Hapalopsittaca amazonina,https://www.huaniao8.com/niao/77850.html,https://hn8i.7img.cn/Y2FlNGM2ODg2YmU3NGQ2YjRmMmQ1MDBmZDUzZGViMTEvMjUwLzMyMC8zOTcz.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Hapalopsittaca
金肩鹦鹉 / Golden-shouldered Parrot / Psephotellus chrysopterygius,https://www.huaniao8.com/niao/77747.html,https://hn8i.7img.cn/MTcxYTA4YWM3OGYyMzUyNjMyM2QwM2JjYTU3ZGUwZjMvMjUwLzMyMC80Y2E2.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psephotellus
褐冠鹦哥 / Brown-hooded Parrot / Pyrilia haematotis,https://www.huaniao8.com/niao/77701.html,https://hn8i.7img.cn/MDM4MmIxNjY0YWE3MjdjNTYwMzQxOWNmYTEzMmVjNjIvMjUwLzMyMC80Zjk3.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrilia
摩鹿加短尾鹦鹉 / Moluccan Hanging Parrot / Loriculus amabilis,https://www.huaniao8.com/niao/77564.html,https://hn8i.7img.cn/MWM0YzljOTk2MWZjYzliZTI5NGFlYjQ1NjA4MDY1NzIvMjUwLzMyMC85MTM2.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Loriculus
委内瑞拉鹦哥 / Venezuelan Parakeet / Pyrrhura emma,https://www.huaniao8.com/niao/77516.html,https://hn8i.7img.cn/NDE2YTBlMzdmZGYzNjA0MDM1NTFiM2Y0MmI3MzBlODkvMjUwLzMyMC83YTIz.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrrhura
马岛鹦鹉 / Greater Vasa Parrot / Coracopsis vasa,https://www.huaniao8.com/niao/77495.html,https://hn8i.7img.cn/MDg4ZTMxM2VhMjNkMmNhOTZhMjY2OWUyMjQ1N2I0YTkvMjUwLzMyMC81OWMz.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Coracopsis
赤头鹦哥 / Rose-crowned Parakeet / Pyrrhura rhodocephala,https://www.huaniao8.com/niao/77503.html,https://hn8i.7img.cn/NmIwYjhjMmJmMmI5YzRiZjk1NzkxMmI4ZDgxOGUyNmEvMjUwLzMyMC9iYzZl.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrrhura
布岛扇尾鹦鹉 / Buru Racket-tail / Prioniturus mada,https://www.huaniao8.com/niao/77445.html,https://hn8i.7img.cn/ODdiMmM1YTY2YTUzMjRlNTI1ZThkNmM5ZjYwNjE3OWIvMjUwLzMyMC82NWM3.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Prioniturus
彩鹦哥 / Painted Parakeet / Pyrrhura picta,https://www.huaniao8.com/niao/77296.html,https://hn8i.7img.cn/YTAzMTI1NTg4NjE0NjE5ZjFiYzY0OGQ0MjYxOTAyZTcvMjUwLzMyMC9iMWRi.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrrhura
白凤头鹦鹉 / White Cockatoo / Cacatua alba,https://www.huaniao8.com/niao/77301.html,https://hn8i.7img.cn/NTBkNTEyNjA0MWM5MWJiOTM3ZDFiODYwZTE4OGEwMTcvMjUwLzMyMC9lYWE3.jpg,鹦形目 / Psittaciformes,凤头鹦鹉科 / Cockatoos / Cacatuidae,Cacatua
蓝顶短尾鹦鹉 / Blue-crowned Hanging Parrot / Loriculus galgulus,https://www.huaniao8.com/niao/77427.html,https://hn8i.7img.cn/ZDBmNWZjNGE2MmVjMmQ2ZDU0MTM4ZjQ2YTVjOGNkYjkvMjUwLzMyMC9iODY5.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Loriculus
非洲灰鹦鹉 / Grey Parrot / Psittacus erithacus,https://www.huaniao8.com/niao/77251.html,https://hn8i.7img.cn/ZDE2N2YyN2Q0YzAyMDVjZjgzYWYyNzc0NzNhY2Y0YTQvMjUwLzMyMC9kZWFi.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Psittacus
斯里兰卡短尾鹦鹉 / Sri Lanka Hanging Parrot / Loriculus beryllinus,https://www.huaniao8.com/niao/77193.html,https://hn8i.7img.cn/NzViNzBlYjlmNmM1ODQ3NzE5MTk4OGMxZDgyNWM2MDYvMjUwLzMyMC83NzE0.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Loriculus
红嘴鹦哥 / Red-billed Parrot / Pionus sordidus,https://www.huaniao8.com/niao/77184.html,https://hn8i.7img.cn/ODc1ZWFlZjU0NTljNWIwYjA2ZmI0ODAwOWRmMjcwZDUvMjUwLzMyMC9mMjVi.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pionus
淡紫冠鹦哥 / Lilac-crowned Amazon / Amazona finschi,https://www.huaniao8.com/niao/77174.html,https://hn8i.7img.cn/YzQyYzgzODk4NTY1NmUyODU3NTFhZjdjNjc2MjQ4MmQvMjUwLzMyMC8yYjgy.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Amazona
蓝喉金刚鹦鹉 / Blue-throated Macaw / Ara glaucogularis,https://www.huaniao8.com/niao/76930.html,https://hn8i.7img.cn/OTJjMGQ0MWRhZjU2MDlmMTg5MjE0YzBhOTkzMTI2YTMvMjUwLzMyMC82ZDY2.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Ara
圣马塔鹦哥 / Santa Marta Parakeet / Pyrrhura viridicata,https://www.huaniao8.com/niao/77012.html,https://hn8i.7img.cn/YzEzZWQxOWZkYTQ5OTA2NDg2MTY1NWMyNzg0NTU4MzQvMjUwLzMyMC80ZTNh.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrrhura
绿喉鹦哥 / Olive-throated Parakeet / Eupsittula nana,https://www.huaniao8.com/niao/77163.html,https://hn8i.7img.cn/YTQ2ZDg2ZTM0ZTJiZjQ1OWI2Y2FkYWNjNGUxY2JmNDgvMjUwLzMyMC9jZjg5.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Eupsittula
红额长尾鹦鹉 / Norfolk Parakeet / Cyanoramphus cookii,https://www.huaniao8.com/niao/76557.html,https://hn8i.7img.cn/MTAzMjE2MjE1MWQwYTM0M2RjMDAxNGU3YzZjOTM3NjgvMjUwLzMyMC9jNDlh.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Cyanoramphus
斑翅鹦哥 / Spot-winged Parrotlet / Touit stictopterus,https://www.huaniao8.com/niao/76549.html,https://hn8i.7img.cn/Mjc1MjhjMzliOTFhZWY0M2Y2MzYwYzdmNWQ5MjFkY2UvMjUwLzMyMC9lODM5.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Touit
西地鹦鹉 / Western Ground Parrot / Pezoporus flaviventris,https://www.huaniao8.com/niao/76805.html,https://hn8i.7img.cn/OWI1M2I3YTM3NmY0MzIyMmMzOTc4MmNjNThhYWFlNWQvMjUwLzMyMC9iMjZh.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Pezoporus
北斑点鹦哥 / Northern Mealy Amazon / Amazona guatemalae,https://www.huaniao8.com/niao/76527.html,https://hn8i.7img.cn/NjdhZWJiYjk5ZmJlOWRjOTUwYzZkZThlMTM0ZDBkYmEvMjUwLzMyMC9kZWJl.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Amazona
红腹金刚鹦鹉 / Red-bellied Macaw / Orthopsittaca manilatus,https://www.huaniao8.com/niao/76486.html,https://hn8i.7img.cn/YTJlMDI1ZjI1ZDkwMjRkNDk1YTYxNWU0OWY1YjQ4MWEvMjUwLzMyMC8wZWUy.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Orthopsittaca
岩鹦鹉 / Rock Parrot / Neophema petrophila,https://www.huaniao8.com/niao/76377.html,https://hn8i.7img.cn/OGI2YjhjZTU2MjhjYWM2ZDkzYTdkYWViZTY3OWEzNmMvMjUwLzMyMC9iMzRl.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Neophema
红颏鹦鹉 / Red-chinned Lorikeet / Charmosyna rubrigularis,https://www.huaniao8.com/niao/76354.html,https://hn8i.7img.cn/NDRlZjZjZGU2YmJhMTg1ODI0N2E3ZmY1ZjY5M2MyNTUvMjUwLzMyMC82YWYz.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Charmosyna
黑凤头鹦鹉 / Yellow-tailed Black Cockatoo / Zanda funerea,https://www.huaniao8.com/niao/76230.html,https://hn8i.7img.cn/NzEyZjNkNjgyNTAwMzg3MTNlNzk1M2UwMjdjYWExYmMvMjUwLzMyMC9hMTYz.jpg,鹦形目 / Psittaciformes,凤头鹦鹉科 / Cockatoos / Cacatuidae,Zanda
西蓝帽鹦鹉 / Naretha Bluebonnet / Northiella narethae,https://www.huaniao8.com/niao/76269.html,https://hn8i.7img.cn/Y2E0Yjk0YmRkMzY3MTExN2MyMjVlZWZmMjI2ZjhkMmQvMjUwLzMyMC9iNjVh.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Northiella
特布伊鹦哥 / Tepui Parrotlet / Nannopsittaca panychlora,https://www.huaniao8.com/niao/76155.html,https://hn8i.7img.cn/MzRkYTkzZTQ0MWU0OTAwMDNlZmMwMTNkMGY1ZmY1MzEvMjUwLzMyMC9kMGQx.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Nannopsittaca
紫蓝金刚鹦鹉 / Hyacinth Macaw / Anodorhynchus hyacinthinus,https://www.huaniao8.com/niao/76145.html,https://hn8i.7img.cn/MDcyOTIzZjIxZTk3YzYyYjU0YThlNjljM2NiNzUxMmQvMjUwLzMyMC8zMmEw.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Anodorhynchus
白胸鹦哥 / Cliff Parakeet / Myiopsitta luchsi,https://www.huaniao8.com/niao/76067.html,https://hn8i.7img.cn/ZjZmZjAxNTZhOGJjZjdiMDExYjI0M2M3YTg2ZGI0ZmUvMjUwLzMyMC84ZDA3.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Myiopsitta
民岛扇尾鹦鹉 / Mindoro Racket-tail / Prioniturus mindorensis,https://www.huaniao8.com/niao/76122.html,https://hn8i.7img.cn/dGh1bWIvMjUwLzMyMC82ZTM0.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Prioniturus
菲律宾鹦鹉 / Guaiabero / Bolbopsittacus lunulatus,https://www.huaniao8.com/niao/76061.html,https://hn8i.7img.cn/NmIxYTY4YjM1MTliNjFjMWI5NjY5NWQxZDhhNzY2MTkvMjUwLzMyMC8zOTNl.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Bolbopsittacus
蓝翅鹦鹉 / Blue-winged Parrot / Neophema chrysostoma,https://www.huaniao8.com/niao/75973.html,https://hn8i.7img.cn/M2MwZDI3ODUwMGYyNTM1NDNmY2RjMTVjODRjZjdhODkvMjUwLzMyMC9kZTM0.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Neophema
红胁鹦鹉 / Scarlet-chested Parrot / Neophema splendida,https://www.huaniao8.com/niao/75937.html,https://hn8i.7img.cn/ZDNiMWQ5ZDk0NzIzY2NjY2I3ZTNhYmZkYWI5MDY3NzMvMjUwLzMyMC9kY2Nk.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Neophema
鹰头鹦哥 / Red-fan Parrot / Deroptyus accipitrinus,https://www.huaniao8.com/niao/75841.html,https://hn8i.7img.cn/NzIyMTAwMDllMGMyMDFjNjkzYWE2YzUzYjU0ZjgzNGYvMjUwLzMyMC9lNzIy.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Deroptyus
红额鹦哥 / Scarlet-fronted Parakeet / Psittacara wagleri,https://www.huaniao8.com/niao/75829.html,https://hn8i.7img.cn/M2Y1NzhjZjkxNDI1YWQ4MzA5OTI2YjhlMjY4NmZjNTUvMjUwLzMyMC80ZjVl.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Psittacara
红耳鹦哥 / Blood-eared Parakeet / Pyrrhura hoematotis,https://www.huaniao8.com/niao/75805.html,https://hn8i.7img.cn/dGh1bWIvMjUwLzMyMC82ZTM0.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrrhura
蓝冠鹦鹉 / Blue-crowned Lorikeet / Vini australis,https://www.huaniao8.com/niao/75718.html,https://hn8i.7img.cn/ZmYwOGQ5ZDA4YmViMmE3MTg5NmFjNTE2OWJlNzkzYjkvMjUwLzMyMC9hODA0.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Vini
大嘴鹦哥 / Large-billed Parrotlet / Forpus crassirostris,https://www.huaniao8.com/niao/75662.html,https://hn8i.7img.cn/MTIwYmRmOTNjM2M2MDg2NTVhNTE3ZTkzMmQ5NTNlYzEvMjUwLzMyMC8zNDI3.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Forpus
黄额鹦鹉 / Yellow-crowned Parakeet / Cyanoramphus auriceps,https://www.huaniao8.com/niao/75656.html,https://hn8i.7img.cn/NzhmNGMxZDBkMWRiNmI5MDE5ZmE5ZTlmZGFkYmJkOWMvMjUwLzMyMC9hYjY4.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Cyanoramphus
巨嘴鹦鹉 / Great-billed Parrot / Tanygnathus megalorynchos,https://www.huaniao8.com/niao/75630.html,https://hn8i.7img.cn/NmNmYjUwZmNmMDZmZDA4OTBlYTUwNTk1NWI2NDA4YjQvMjUwLzMyMC9lMTJj.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Tanygnathus
牛顿鹦鹉 / Newton’s Parakeet / Psittacula exsul,https://www.huaniao8.com/niao/75535.html,https://hn8i.7img.cn/MWQ0NzE4NmUxYTczNjljODBlMWEyNmI1YzUwNjlkNzQvMjUwLzMyMC9mZmEy.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psittacula
眼镜鹦哥 / Spectacled Parrotlet / Forpus conspicillatus,https://www.huaniao8.com/niao/75575.html,https://hn8i.7img.cn/NWU4YjE4NWViZDRhNTZiMjJlYjVkNDhhYTdkOGVkYTkvMjUwLzMyMC9hZjA4.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Forpus
鳞胸鹦鹉 / Scaly-breasted Lorikeet / Trichoglossus chlorolepidotus,https://www.huaniao8.com/niao/75513.html,https://hn8i.7img.cn/OGU3ZGNjMDdhYTUxZTA3NzI0N2E3ZGU5ZWZhNmRhNTMvMjUwLzMyMC9iMmYx.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Trichoglossus
蓝耳鹦鹉 / Blue-eared Lory / Eos semilarvata,https://www.huaniao8.com/niao/75393.html,https://hn8i.7img.cn/MDQzZDQwMjAxNmUyZmI2YjcwNTkzZDMxYjFiM2RmYjgvMjUwLzMyMC80Y2E0.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Eos
蓝头金刚鹦鹉 / Blue-headed Macaw / Primolius couloni,https://www.huaniao8.com/niao/75092.html,https://hn8i.7img.cn/YjAyYWI1MmE2OTMwYTY5NTU5Y2VhZGMxNDIxNjJjN2YvMjUwLzMyMC80NDk1.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Primolius
紫冠鹦哥 / Plum-crowned Parrot / Pionus tumultuosus,https://www.huaniao8.com/niao/75238.html,https://hn8i.7img.cn/MGU5MTUwOTViZThkNjUzNTNmMTg2OTU4ZGY5ZTgzYWQvMjUwLzMyMC9kNTUw.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pionus
紫腹鹦鹉 / Purple-bellied Lory / Lorius hypoinochrous,https://www.huaniao8.com/niao/75025.html,https://hn8i.7img.cn/NWQ2NDJmZTM1MDQ2NWQxMmY0OTg1ZDRjMmY0NjE3YWUvMjUwLzMyMC8wMWM0.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Lorius
黄脸鹦哥 / Yellow-faced Parrotlet / Forpus xanthops,https://www.huaniao8.com/niao/75008.html,https://hn8i.7img.cn/ZTNiOTg1ZWJlNDdhNTBiZWJjNjZkMmVjMTFmNmQzNDQvMjUwLzMyMC9iNWMy.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Forpus
姬鹦鹉 / Little Lorikeet / Parvipsitta pusilla,https://www.huaniao8.com/niao/74974.html,https://hn8i.7img.cn/YzMwYTQzYjQ5YmViNzNmYjJhMDEwMTdhNjBjZmRiZDcvMjUwLzMyMC9kY2Uy.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Parvipsitta
绿腰鹦哥 / Green-rumped Parrotlet / Forpus passerinus,https://www.huaniao8.com/niao/74885.html,https://hn8i.7img.cn/MGZjNTY2NzQ5ZGNmMzRiMmIzMTRjNmFhYmI2YWVkM2YvMjUwLzMyMC80MzZl.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Forpus
红领绿鹦鹉 / Rose-ringed Parakeet / Psittacula krameri,https://www.huaniao8.com/niao/74873.html,https://hn8i.7img.cn/Y2ViM2U2NTc0M2I5ZDlmNTE2ZjQ5MjdiOTRhYmVkYzcvMjUwLzMyMC82NDg4.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psittacula
红喉绿鹦鹉 / Mindanao Lorikeet / Trichoglossus johnstoniae,https://www.huaniao8.com/niao/75699.html,https://hn8i.7img.cn/MzAyNjY2NjEzNGFiZjI0MWU0NGRiNjNmMjhlZGI3NjIvMjUwLzMyMC84ZDVm.jpg,"Error: HTTPSConnectionPool(host='www.huaniao8.com', port=443): Max retries exceeded with url: /niao/75699.html (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",Error,Trichoglossus
红尾绿鹦鹉 / Swift Parrot / Lathamus discolor,https://www.huaniao8.com/niao/74792.html,https://hn8i.7img.cn/ZmJkNDIzNGUwNDliZmNlYzEyMzAwYWJkYTFkYTc5MjEvMjUwLzMyMC8zYzAw.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Lathamus
波氏鹦哥 / Bonaparte’s Parakeet / Pyrrhura lucianii,https://www.huaniao8.com/niao/74754.html,https://hn8i.7img.cn/YTkzZGZiNzNiYTk4OTU4MGY1MmYzZjQ3YWI4N2Q1Y2MvMjUwLzMyMC9jMzI0.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrrhura
绿翅鹦哥 / Turquoise-winged Parrotlet / Forpus spengeli,https://www.huaniao8.com/niao/74809.html,https://hn8i.7img.cn/Y2FiYjE5MTVjNTU1MjAxZGMyOTI3MTg2YTY1ZjE3YTAvMjUwLzMyMC81OTcw.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Forpus
蓝颈鹦鹉 / Blue-naped Parrot / Tanygnathus lucionensis,https://www.huaniao8.com/niao/74828.html,https://hn8i.7img.cn/OWExMzA3MWRhNDk0YzFlNTkxMDEzNjFjYjNiMGVmOWYvMjUwLzMyMC9kNmVk.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Tanygnathus
绿额短尾鹦鹉 / Bismarck Hanging Parrot / Loriculus tener,https://www.huaniao8.com/niao/74701.html,https://hn8i.7img.cn/NzIzOWU2NTdjYzEwMzc5OTQxNzcyYmMxNDUwODUyNDQvMjUwLzMyMC8zMDA4.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Loriculus
